Q,I,K,C,#1num_cols,#1accuracy,#1precision,#1recall,#1f-score,#1time,#2num_cols,#2accuracy,#2precision,#2recall,#2f-score,#2time,#3num_cols,#3accuracy,#3precision,#3recall,#3f-score,#3time
100,15,9,0.99500,73,1.00000,1.00000,1.00000,1.00000,78.67867s,49,0.94505,0.95522,0.96970,0.96241,54.27833s,61,0.83117,0.80460,0.76087,0.78212,128.14038s
100,15,12,0.97500,61,0.98795,1.00000,0.94737,0.97297,121.23066s,21,0.87912,0.87671,0.96970,0.92086,92.66895s,38,0.83117,0.83544,0.71739,0.77193,187.34711s
100,15,12,0.98500,61,0.98795,1.00000,0.94737,0.97297,120.38521s,43,0.93407,0.92857,0.98485,0.95588,92.55302s,51,0.83550,0.80682,0.77174,0.78889,200.14570s
100,15,12,0.99500,74,1.00000,1.00000,1.00000,1.00000,124.85755s,49,0.93407,0.92857,0.98485,0.95588,93.10800s,61,0.83117,0.80460,0.76087,0.78212,204.59341s
100,15,15,0.97500,61,0.98795,1.00000,0.94737,0.97297,177.93762s,20,0.87912,0.87671,0.96970,0.92086,144.97680s,39,0.82684,0.83333,0.70652,0.76471,285.50952s
100,15,15,0.98500,61,0.98795,1.00000,0.94737,0.97297,180.74143s,44,0.94505,0.95522,0.96970,0.96241,144.33552s,50,0.83550,0.80682,0.77174,0.78889,289.02126s
100,15,15,0.99500,74,1.00000,1.00000,1.00000,1.00000,182.35039s,48,0.93407,0.92857,0.98485,0.95588,143.29633s,61,0.83117,0.80460,0.76087,0.78212,303.18789s
100,15,18,0.97500,61,0.98795,1.00000,0.94737,0.97297,257.96839s,21,0.87912,0.87671,0.96970,0.92086,213.49643s,51,0.83983,0.85714,0.71739,0.78107,428.69661s
100,15,18,0.98500,61,0.98795,1.00000,0.94737,0.97297,252.81419s,45,0.93407,0.92857,0.98485,0.95588,206.23009s,52,0.84848,0.82022,0.79348,0.80663,424.22113s
100,15,18,0.99500,74,1.00000,1.00000,1.00000,1.00000,255.81960s,48,0.93407,0.92857,0.98485,0.95588,206.27540s,62,0.83983,0.82353,0.76087,0.79096,429.27298s
100,20,3,0.97500,61,0.98795,1.00000,0.94737,0.97297,29.62702s,22,0.87912,0.87671,0.96970,0.92086,10.14374s,38,0.83117,0.83544,0.71739,0.77193,33.88614s
100,20,3,0.98500,63,1.00000,1.00000,1.00000,1.00000,30.20395s,43,0.93407,0.92857,0.98485,0.95588,14.79444s,53,0.83550,0.80682,0.77174,0.78889,46.69725s
100,20,3,0.99500,73,1.00000,1.00000,1.00000,1.00000,32.49976s,48,0.93407,0.92857,0.98485,0.95588,14.85182s,61,0.83117,0.80460,0.76087,0.78212,49.25285s
100,20,6,0.97500,61,0.98795,1.00000,0.94737,0.97297,55.04023s,21,0.87912,0.87671,0.96970,0.92086,32.08961s,37,0.83550,0.83750,0.72826,0.77907,75.20691s
100,20,6,0.98500,61,0.98795,1.00000,0.94737,0.97297,54.91423s,43,0.93407,0.92857,0.98485,0.95588,35.51425s,49,0.83550,0.80682,0.77174,0.78889,76.45382s
