Q,I,K,lambda,C,#1num_cols,#1r2-score,#1time,#2num_cols,#2r2-score,#2time,#3num_cols,#3r2-score,#3time
150,10,6,0.50000,0.95000,8,0.31643,13.96422s,22,0.54261,15.24972s,21,0.93384,6.06912s
150,10,6,0.50000,0.99000,24,0.38717,18.52223s,23,0.60947,15.48342s,30,0.97203,6.08770s
150,10,9,0.00000,0.90000,16,0.35700,29.31143s,23,0.60289,28.21482s,25,1.00000,12.80747s
150,10,9,0.00000,0.95000,31,0.39629,33.08460s,28,0.66272,27.81654s,26,1.00000,12.68237s
150,10,9,0.00000,0.99000,33,0.39895,33.40737s,33,0.67018,28.04695s,25,1.00000,12.68935s
150,10,9,0.20000,0.90000,8,0.31842,27.28177s,20,0.58016,27.13860s,31,0.98838,12.61094s
150,10,9,0.20000,0.95000,22,0.38452,32.11543s,20,0.64023,27.83620s,33,0.98838,12.66860s
150,10,9,0.20000,0.99000,29,0.39373,33.23935s,30,0.65336,27.92795s,27,0.98838,12.60526s
150,10,9,0.50000,0.90000,5,0.28082,26.63979s,12,0.53535,24.67731s,17,0.88011,12.51971s
150,10,9,0.50000,0.95000,8,0.31643,28.74144s,23,0.54300,27.88202s,21,0.93384,12.74433s
150,10,9,0.50000,0.99000,26,0.38718,33.01962s,23,0.60208,27.87454s,37,0.97203,12.68882s
150,10,12,0.00000,0.90000,16,0.35700,51.16534s,26,0.65814,45.78524s,25,1.00000,22.03806s
150,10,12,0.00000,0.95000,30,0.39489,54.76714s,29,0.66272,46.20502s,26,1.00000,22.38834s
150,10,12,0.00000,0.99000,33,0.39895,54.26998s,33,0.67018,45.86693s,25,1.00000,22.10227s
150,10,12,0.20000,0.90000,8,0.31842,48.23463s,20,0.59292,44.74578s,33,0.98838,22.00224s
150,10,12,0.20000,0.95000,22,0.38372,52.95171s,22,0.64147,45.74465s,33,0.98838,21.96577s
150,10,12,0.20000,0.99000,28,0.39373,54.17593s,29,0.65326,45.56588s,31,0.98838,21.72642s
150,10,12,0.50000,0.90000,5,0.28082,47.47313s,11,0.53190,42.64946s,17,0.88011,21.80231s
150,10,12,0.50000,0.95000,8,0.31643,50.19373s,22,0.54276,46.30577s,21,0.93388,22.37192s
150,10,12,0.50000,0.99000,25,0.38718,54.04654s,26,0.60985,45.60097s,34,0.97203,22.11277s
150,10,15,0.00000,0.90000,16,0.35700,79.35231s,22,0.65793,69.34892s,25,1.00000,34.84622s
150,10,15,0.00000,0.95000,30,0.39508,78.30501s,30,0.66277,68.34700s,26,1.00000,33.99410s
150,10,15,0.00000,0.99000,32,0.39540,82.42918s,33,0.67018,70.03563s,25,1.00000,35.04914s
150,10,15,0.20000,0.90000,8,0.31842,75.93910s,20,0.59292,68.01250s,35,0.98839,34.04619s
150,10,15,0.20000,0.95000,22,0.37677,80.07691s,22,0.64135,68.46844s,30,0.98838,33.65397s
150,10,15,0.20000,0.99000,29,0.39440,80.30783s,29,0.65334,68.63202s,27,0.98838,33.61806s
150,10,15,0.50000,0.90000,5,0.28082,75.18271s,11,0.53190,66.08783s,17,0.88011,34.05696s
150,10,15,0.50000,0.95000,8,0.31643,77.28471s,21,0.54253,69.32091s,21,0.93384,34.67501s
150,10,15,0.50000,0.99000,23,0.38438,81.16212s,24,0.60972,69.08216s,28,0.97194,34.11015s
150,10,18,0.00000,0.90000,16,0.35700,114.09709s,22,0.61593,98.24399s,25,1.00000,49.86503s
150,10,18,0.00000,0.95000,31,0.39629,115.82180s,29,0.66272,98.29110s,26,1.00000,50.10859s
150,10,18,0.00000,0.99000,33,0.39895,114.50275s,33,0.67018,97.61820s,25,1.00000,49.39368s
150,10,18,0.20000,0.90000,8,0.31842,109.13518s,20,0.59292,96.24643s,33,0.98838,48.80908s
150,10,18,0.20000,0.95000,23,0.38022,114.03945s,23,0.64156,97.71581s,35,0.98838,49.63530s
150,10,18,0.20000,0.99000,29,0.39373,114.43178s,28,0.65309,97.22896s,27,0.98838,48.93391s
150,10,18,0.50000,0.90000,5,0.28082,108.61665s,11,0.53190,94.77852s,17,0.88011,49.42874s
150,10,18,0.50000,0.95000,8,0.31643,110.89817s,18,0.54065,97.68211s,22,0.97176,48.84441s
150,10,18,0.50000,0.99000,26,0.38717,112.83464s,23,0.60209,96.84622s,33,0.97203,48.85182s
150,15,3,0.00000,0.90000,15,0.33401,6.44510s,27,0.65820,12.70398s,25,1.00000,3.74679s
150,15,3,0.00000,0.95000,33,0.39863,15.48367s,30,0.66962,12.95876s,26,1.00000,3.72167s
150,15,3,0.00000,0.99000,34,0.40083,16.47889s,33,0.67018,13.17214s,25,1.00000,3.85561s
150,15,3,0.20000,0.90000,7,0.30124,5.92741s,19,0.59342,10.17762s,28,0.98838,3.57242s
150,15,3,0.20000,0.95000,14,0.33395,10.29977s,26,0.64147,12.98661s,28,0.98818,3.79804s
150,15,3,0.20000,0.99000,30,0.39302,16.00437s,32,0.65400,13.20813s,30,0.98839,3.79379s
150,15,3,0.50000,0.90000,5,0.28082,5.29751s,11,0.53190,8.40484s,16,0.89086,3.47898s
150,15,3,0.50000,0.95000,7,0.29837,6.52483s,24,0.58435,12.65193s,20,0.94867,3.58336s
150,15,3,0.50000,0.99000,23,0.38162,15.63645s,23,0.60709,12.78247s,35,0.92702,4.02670s
150,15,6,0.00000,0.90000,16,0.35700,21.82440s,21,0.61336,23.84306s,25,1.00000,9.61900s
150,15,6,0.00000,0.95000,31,0.39466,29.04291s,29,0.66272,24.07337s,26,1.00000,9.71451s
150,15,6,0.00000,0.99000,34,0.40083,29.16055s,33,0.67018,24.06985s,25,1.00000,9.52091s
150,15,6,0.20000,0.90000,8,0.31842,19.36389s,19,0.59342,22.44157s,35,0.98838,9.40404s
150,15,6,0.20000,0.95000,26,0.38065,28.03719s,25,0.64147,24.00557s,30,0.98839,9.44043s
150,15,6,0.20000,0.99000,29,0.37352,28.72118s,28,0.65308,23.86100s,26,0.98838,9.45344s
150,15,6,0.50000,0.90000,5,0.28082,18.76387s,11,0.53190,19.20202s,17,0.88011,9.41004s
150,15,6,0.50000,0.95000,8,0.31643,21.66235s,22,0.54261,24.06904s,20,0.93388,9.43066s
150,15,6,0.50000,0.99000,23,0.38076,28.67567s,25,0.60944,23.81359s,30,0.97203,9.50885s
150,15,9,0.00000,0.90000,16,0.35700,45.33069s,23,0.60289,43.39742s,25,1.00000,19.91135s
150,15,9,0.00000,0.95000,32,0.39629,51.64316s,30,0.66265,43.27456s,26,1.00000,19.81539s
150,15,9,0.00000,0.99000,34,0.40083,51.87878s,33,0.67018,43.85289s,25,1.00000,19.84405s
150,15,9,0.20000,0.90000,8,0.31842,42.48521s,22,0.58148,42.93565s,31,0.98838,19.74939s
150,15,9,0.20000,0.95000,25,0.38641,51.06356s,20,0.64039,43.42380s,33,0.98838,19.55386s
150,15,9,0.20000,0.99000,30,0.39440,51.40094s,30,0.65326,43.30741s,27,0.98838,19.46780s
150,15,9,0.50000,0.90000,5,0.28082,41.69792s,12,0.53535,38.81904s,17,0.88011,19.69575s
150,15,9,0.50000,0.95000,8,0.31643,45.03958s,23,0.54300,43.56418s,21,0.93384,20.01668s
150,15,9,0.50000,0.99000,23,0.38656,51.56629s,25,0.60947,43.43506s,37,0.97203,19.84148s
150,15,12,0.00000,0.90000,16,0.35700,78.41675s,25,0.65804,70.34836s,25,1.00000,34.14891s
150,15,12,0.00000,0.95000,31,0.39629,84.36296s,29,0.66272,71.52885s,26,1.00000,34.60834s
150,15,12,0.00000,0.99000,33,0.39895,84.37423s,33,0.67018,71.52399s,25,1.00000,34.74463s
150,15,12,0.20000,0.90000,8,0.31842,75.30076s,20,0.59292,69.79647s,33,0.98838,34.11467s
150,15,12,0.20000,0.95000,26,0.38902,83.40086s,21,0.64126,71.56258s,33,0.98838,34.28494s
150,15,12,0.20000,0.99000,28,0.39373,84.09755s,28,0.65394,70.67085s,31,0.98838,33.91852s
