Q,I,K,lambda,C,#1num_cols,#1r2-score,#1time,#2num_cols,#2r2-score,#2time,#3num_cols,#3r2-score,#3time
150,10,18,0.50000,0.99930,21,0.98666,20.78752s,57,0.98502,256.51803s,28,1.00000,25.32842s
150,10,18,0.50000,0.99950,22,0.99996,21.25976s,56,0.98851,256.33597s,27,1.00000,25.28223s
150,10,18,0.50000,0.99970,39,0.99996,21.51510s,57,0.98526,251.62840s,60,1.00000,25.95509s
150,15,3,0.00000,0.99930,23,1.00000,2.18405s,78,0.99207,36.73371s,4,0.83964,1.82441s
150,15,3,0.00000,0.99950,27,1.00000,2.86852s,76,0.99191,36.80862s,6,0.96524,1.78863s
150,15,3,0.00000,0.99970,38,1.00000,3.39850s,80,0.99204,38.29975s,15,1.00000,1.90896s
150,15,3,0.20000,0.99930,13,0.97588,1.74124s,76,0.99061,18.86801s,5,0.57104,1.48742s
150,15,3,0.20000,0.99950,21,0.99263,1.97624s,62,0.99027,18.14851s,8,0.56274,1.55306s
150,15,3,0.20000,0.99970,33,0.99999,2.99903s,66,0.98802,18.68235s,24,1.00000,2.07348s
150,15,3,0.50000,0.99930,18,0.98809,1.76886s,58,0.98385,17.98545s,19,0.99953,1.69017s
150,15,3,0.50000,0.99950,18,0.98883,2.19101s,72,0.98896,18.53414s,25,1.00000,1.82298s
150,15,3,0.50000,0.99970,35,0.99992,2.92699s,71,0.98879,18.30728s,40,1.00000,3.29316s
150,15,6,0.00000,0.99930,22,1.00000,4.63900s,76,0.99158,65.91112s,4,0.83964,5.14079s
150,15,6,0.00000,0.99950,27,1.00000,5.55339s,76,0.99191,66.12251s,6,0.96341,5.03550s
150,15,6,0.00000,0.99970,37,1.00000,5.77033s,83,0.99191,68.36616s,15,1.00000,5.05711s
150,15,6,0.20000,0.99930,15,0.99453,4.08277s,69,0.99038,48.07991s,5,0.57104,4.80465s
150,15,6,0.20000,0.99950,21,0.99985,4.42814s,73,0.99030,48.85286s,10,0.98359,4.65598s
150,15,6,0.20000,0.99970,41,0.99999,5.49565s,71,0.99037,46.84836s,26,1.00000,4.94099s
150,15,6,0.50000,0.99930,19,0.98884,4.24438s,61,0.98689,47.98502s,20,0.99957,4.81457s
150,15,6,0.50000,0.99950,23,0.99997,4.71211s,69,0.98890,48.69440s,25,1.00000,4.83441s
150,15,6,0.50000,0.99970,42,0.99996,5.36212s,75,0.98925,48.34319s,66,1.00000,6.22549s
150,15,9,0.00000,0.99930,23,1.00000,8.92233s,77,0.99191,119.30305s,4,0.83964,10.24263s
150,15,9,0.00000,0.99950,28,1.00000,10.05779s,71,0.99189,118.57311s,5,0.96228,10.39641s
150,15,9,0.00000,0.99970,35,1.00000,10.05129s,74,0.99212,119.17066s,15,1.00000,10.25023s
150,15,9,0.20000,0.99930,15,0.99750,8.66402s,69,0.99055,100.97382s,5,0.57104,9.62538s
150,15,9,0.20000,0.99950,22,0.99995,8.67408s,74,0.99055,99.71164s,11,0.97783,9.78523s
150,15,9,0.20000,0.99970,41,0.99999,9.63119s,73,0.99019,101.51700s,27,1.00000,10.20512s
150,15,9,0.50000,0.99930,19,0.99952,8.59430s,58,0.98720,101.74572s,20,0.99982,9.69115s
150,15,9,0.50000,0.99950,22,0.99958,9.06987s,54,0.98758,101.32291s,25,1.00000,9.82904s
150,15,9,0.50000,0.99970,38,0.99996,9.65305s,63,0.98851,101.13653s,76,1.00000,11.41998s
150,15,12,0.00000,0.99930,24,1.00000,14.92800s,75,0.99165,194.04483s,4,0.83964,18.40858s
150,15,12,0.00000,0.99950,28,1.00000,15.67677s,82,0.99189,198.03151s,6,0.96341,17.98269s
150,15,12,0.00000,0.99970,37,1.00000,15.94936s,76,0.99212,196.44296s,15,1.00000,17.90298s
150,15,12,0.20000,0.99930,14,0.98105,14.25351s,73,0.99045,175.09601s,5,0.57104,17.09126s
